Unnamed: 0	transcript	name	gene	n_readlength	maxmean_readlength	sigma_readlength	prop_readlength	min_readlength	n_polyA	maxmean_polyA	sigma_polyA	prop_polyA	min_polyA	t5	transcript_id	hist5p	hist3p
321	ENSMUST00000020490	Wdr82	ENSMUSG00000020257	95.0	1888.37940530258	918.601609858889	0.546060254611715	212.0	73.0	180.279051138657	65.6955725873893	0.529462187026212	26.19	0.76326328911855301	ENSMUST00000020490	0.05263157894736842,0.021052631578947368,0.07368421052631578,0.05263157894736842,0.06315789473684211,0.12631578947368421,0.18947368421052632,0.1368421052631579,0.18947368421052632,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.010526315789473684,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322	ENSMUST00000020493	Pofut2	ENSMUSG00000020260	141.0	1622.39319186057	602.61547462335	0.546725405589941	228.0	109.0	152.297592143498	55.7503063515681	0.508963918195013	18.24	3.7629515583533899	ENSMUST00000020493	0.2907801418439716,0.03546099290780142,0.04964539007092199,0.0425531914893617,0.09219858156028368,0.1276595744680851,0.14893617021276595,0.06382978723404255,0.1347517730496454,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.03546099290780142,0.07801418439716312,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0070921985815602835,0.8723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323	ENSMUST00000020501	Sumo3	ENSMUSG00000020265	27.0	1633.68537415412	34.6124752835898	0.718196024054577	171.0	22.0	128.845913526392	57.8009586970154	0.494744745179728	8.72	1.72695164019203	ENSMUST00000020501	0.2962962962962963,0.1111111111111111,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324	ENSMUST00000020550	Cdc34	ENSMUSG00000020307	218.0	1229.37537032303	186.020346337065	0.495879672148109	263.0	171.0	121.609222028617	53.1534843738793	0.52360460897401	7.8	1.0713252564808	ENSMUST00000020550	0.5,0.14220183486238533,0.03211009174311927,0.05504587155963303,0.05504587155963303,0.08256880733944955,0.03669724770642202,0.045871559633027525,0.05045871559633028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0045871559633027525,0.0,0.0,0.0,0.013761467889908258,0.0,0.24770642201834864,0.0045871559633027525,0.7293577981651376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325	ENSMUST00000020552	Tpgs1	ENSMUSG00000020308	90.0	1131.60696206217	169.357760818176	0.463885558660264	159.0	69.0	126.905748560954	57.7205395433212	0.509048420350614	1.77	3.4904153265189999	ENSMUST00000020552	0.4666666666666667,0.13333333333333333,0.044444444444444446,0.06666666666666667,0.07777777777777778,0.044444444444444446,0.05555555555555555,0.08888888888888889,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326	ENSMUST00000020576	Ccng1	ENSMUSG00000020326	193.0	1705.23489774157	842.256109391593	0.534402462284194	151.0	138.0	128.34567881344	69.7641173549209	0.531593736184297	6.87	6.4164224851282503	ENSMUST00000020576	0.06735751295336788,0.03626943005181347,0.03626943005181347,0.07772020725388601,0.08290155440414508,0.12953367875647667,0.13471502590673576,0.10880829015544041,0.25906735751295334,0.06735751295336788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0051813471502590676,0.0051813471502590676,0.06735751295336788,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.06217616580310881,0.8497409326424871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327	ENSMUST00000020578	Nudcd2	ENSMUSG00000020328	129.0	1458.29370292346	116.660347743791	0.646491501056461	293.0	100.0	148.618677363424	65.698939024966	0.498657803857223	6.97	6.4956284623510196	ENSMUST00000020578	0.17054263565891473,0.2713178294573643,0.046511627906976744,0.06976744186046512,0.06201550387596899,0.09302325581395349,0.11627906976744186,0.11627906976744186,0.05426356589147287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.06201550387596899,0.007751937984496124,0.9147286821705426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328	ENSMUST00000020630	Hspa4	ENSMUSG00000020361	443.0	1739.15560950036	930.401169281984	0.558362677445928	199.0	334.0	141.99159308813	76.2456965556654	0.520068344617335	8.0	4.1054010784933297	ENSMUST00000020630	0.08577878103837472,0.033860045146726865,0.060948081264108354,0.12641083521444696,0.1873589164785553,0.2528216704288939,0.05869074492099323,0.056433408577878104,0.09029345372460497,0.04740406320541761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.004514672686230248,0.002257336343115124,0.004514672686230248,0.6681715575620768,0.004514672686230248,0.002257336343115124,0.31376975169300225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329	ENSMUST00000020637	Canx	ENSMUSG00000020368	401.0	1536.86866338853	806.65376836757	0.53287783798082	177.0	280.0	161.015905267439	69.9686371774185	0.522344062232448	17.28	5.53789217897409	ENSMUST00000020637	0.05236907730673317,0.00997506234413965,0.007481296758104738,0.02743142144638404,0.16458852867830423,0.13466334164588528,0.2169576059850374,0.20199501246882792,0.1396508728179551,0.04488778054862843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0024937655860349127,0.0,0.0024937655860349127,0.00997506234413965,0.04488778054862843,0.0,0.6309226932668329,0.3092269326683292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330	ENSMUST00000020653	Sar1b	ENSMUSG00000020386	84.0	1223.66972161259	35.4868698278148	0.593701794689774	242.0	63.0	144.75122401767	55.8123222271042	0.538718160661997	26.29	5.5703674896706596	ENSMUST00000020653	0.47619047619047616,0.05952380952380952,0.07142857142857142,0.03571428571428571,0.11904761904761904,0.09523809523809523,0.05952380952380952,0.03571428571428571,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.023809523809523808,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331	ENSMUST00000020657	Ube2b	ENSMUSG00000020390	153.0	1079.47173431711	504.104800124663	0.549073755358571	211.0	108.0	198.947532886067	72.2014921106953	0.546763855758047	22.96	8.0683786873579599	ENSMUST00000020657	0.477124183006536,0.11764705882352941,0.12418300653594772,0.10457516339869281,0.05228758169934641,0.032679738562091505,0.05228758169934641,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.006535947712418301,0.10457516339869281,0.6274509803921569,0.006535947712418301,0.0,0.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332	ENSMUST00000020681	Slu7	ENSMUSG00000020409	32.0	1773.96500703608	722.378967487903	0.553263112585378	292.0	22.0	124.89033872975	46.4168074185271	0.531735163525515	16.84	1.8002382036387199	ENSMUST00000020681	0.25,0.03125,0.03125,0.125,0.09375,0.15625,0.21875,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.65625,0.03125,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333	ENSMUST00000020692	Btg2	ENSMUSG00000020423	18.0	2367.3983830815	269.529038249271	0.634027649287175	381.0	16.0	208.697887435999	55.9824605807813	0.550154006589656	55.75	0.1	ENSMUST00000020692	0.2777777777777778,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334	ENSMUST00000020695	Tns3	ENSMUSG00000020422	21.0	1440.35793164371	431.196055287144	0.547090364441884	302.0	17.0	148.344253490952	47.9012849739948	0.502969075651172	7.06	0.77824581546773397	ENSMUST00000020695	0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.23809523809523808,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335	ENSMUST00000020741	Drg1	ENSMUSG00000020457	144.0	1580.37074530049	34.6499094983363	0.689853239846996	199.0	106.0	155.036984582128	64.8324917298773	0.529397918050412	25.56	6.0969371484226	ENSMUST00000020741	0.3541666666666667,0.041666666666666664,0.09027777777777778,0.08333333333333333,0.13194444444444445,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.0,0.0,0.006944444444444444,0.006944444444444444,0.9722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336	ENSMUST00000020775	Dynll2	ENSMUSG00000020483	213.0	1040.9085165004	542.154463455617	0.559581039554669	142.0	160.0	131.576637740281	59.1716684532849	0.510369349296914	3.6	3.73378055991921	ENSMUST00000020775	0.5352112676056338,0.06103286384976526,0.0,0.04225352112676056,0.018779342723004695,0.051643192488262914,0.046948356807511735,0.15023474178403756,0.06572769953051644,0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.38967136150234744,0.13615023474178403,0.004694835680751174,0.009389671361502348,0.014084507042253521,0.046948356807511735,0.0,0.39906103286384975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337	ENSMUST00000020776	Ccdc117	ENSMUSG00000020482	20.0	2128.99761669107	1050.24795396064	0.581274223655701	318.0	15.0	201.736095126756	91.9741466825608	0.566676377450796	15.42	0.1	ENSMUST00000020776	0.15,0.0,0.0,0.05,0.1,0.25,0.1,0.05,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338	ENSMUST00000020801	Smg8	ENSMUSG00000020495	36.0	2101.59172233503	932.967929135664	0.551292842151712	272.0	22.0	228.303085875702	112.744357620548	0.577684255023675	19.93	0.23141013040660099	ENSMUST00000020801	0.1388888888888889,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.1111111111111111,0.19444444444444445,0.19444444444444445,0.1388888888888889,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339	ENSMUST00000020856	Bzw2	ENSMUSG00000020547	143.0	1837.10691607093	37.4549563406426	0.751170608855803	183.0	100.0	148.973289814261	66.328961273643	0.536612933480834	14.48	6.53590245523423	ENSMUST00000020856	0.2727272727272727,0.06293706293706294,0.055944055944055944,0.04895104895104895,0.09090909090909091,0.04895104895104895,0.0979020979020979,0.17482517482517482,0.11888111888111888,0.027972027972027972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340	ENSMUST00000020885	Sypl	ENSMUSG00000020570	33.0	2006.16346465319	21.7390556955046	0.522630630288998	452.0	28.0	146.963346858468	82.0874746198137	0.541875944096177	14.52	3.1948049587482101	ENSMUST00000020885	0.8181818181818182,0.030303030303030304,0.030303030303030304,0.0,0.0,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.030303030303030304,0.0,0.18181818181818182,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341	ENSMUST00000020909	Laptm4a	ENSMUSG00000020585	1215.0	1394.01754626083	70.8773302241744	0.635406782257919	186.0	881.0	158.638289386835	69.5109890546812	0.506529498921414	4.33	13.0815676562544	ENSMUST00000020909	0.0008230452674897119,0.0049382716049382715,0.41069958847736626,0.04609053497942387,0.08559670781893004,0.09135802469135802,0.08559670781893004,0.15637860082304528,0.10864197530864197,0.009876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0008230452674897119,0.0008230452674897119,0.00411522633744856,0.02880658436213992,0.0008230452674897119,0.9646090534979423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342	ENSMUST00000020911	Sdc1	ENSMUSG00000020592	161.0	1693.66308813787	665.426450596328	0.542208214150766	220.0	119.0	149.924196275096	53.5886999695908	0.503081258634995	22.69	2.1012060824958398	ENSMUST00000020911	0.14285714285714285,0.08695652173913043,0.037267080745341616,0.08695652173913043,0.09316770186335403,0.17391304347826086,0.18633540372670807,0.13043478260869565,0.055900621118012424,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.006211180124223602,0.0,0.0,0.006211180124223602,0.0,0.012422360248447204,0.7639751552795031,0.0,0.2111801242236025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343	ENSMUST00000020922	Trib2	ENSMUSG00000020601	109.0	1701.84034068043	999.913083311852	0.570781996694312	242.0	71.0	148.280984544403	75.8961373135639	0.523410344839393	2.64	0.1	ENSMUST00000020922	0.06422018348623854,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.045871559633027525,0.10091743119266056,0.11926605504587157,0.1926605504587156,0.24770642201834864,0.1926605504587156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,0.01834862385321101,0.944954128440367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344	ENSMUST00000020927	Hs1bp3	ENSMUSG00000020605	46.0	1766.18605407128	864.55417344539	0.553159624436139	268.0	34.0	148.79587198659	69.3285288722448	0.530489172125106	23.3	1.3082466332349101	ENSMUST00000020927	0.13043478260869565,0.06521739130434782,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.2391304347826087,0.13043478260869565,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.13043478260869565,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345	ENSMUST00000020930	Gna13	ENSMUSG00000020611	70.0	1668.44440816183	940.883230595192	0.566127997498939	201.0	51.0	174.171865461519	101.221864864844	0.551448044337302	8.96	0.76090278390673804	ENSMUST00000020930	0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812,0.014492753623188406,0.014492753623188406,0.07246376811594203,0.2463768115942029,0.36231884057971014,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.9710144927536232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346	ENSMUST00000020947	Rdh14	ENSMUSG00000020621	39.0	1154.04547620376	368.917988047661	0.526049888004294	232.0	27.0	144.085009335921	88.5978586099131	0.557107710799902	5.41	0.41678518461122299	ENSMUST00000020947	0.2564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.1794871794871795,0.1794871794871795,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.8974358974358975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347	ENSMUST00000020974	Id2	ENSMUSG00000020644	40.0	1168.30710055068	69.8735366011404	0.685770301016483	251.0	30.0	187.762862420649	62.7685705606885	0.554378395287786	30.5	0.19306846266244099	ENSMUST00000020974	0.375,0.025,0.05,0.0,0.2,0.125,0.175,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348	ENSMUST00000021001	Rab10	ENSMUSG00000020671	242.0	1644.89166795035	898.933721219182	0.57426393656619	185.0	152.0	144.25991789469	69.2979535680573	0.513258012215833	4.62	3.8807921730500898	ENSMUST00000021001	0.17372881355932204,0.07203389830508475,0.08050847457627118,0.06779661016949153,0.0423728813559322,0.038135593220338986,0.13559322033898305,0.15254237288135594,0.17796610169491525,0.059322033898305086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.00423728813559322,0.0,0.1016949152542373,0.1483050847457627,0.012711864406779662,0.00423728813559322,0.0,0.0,0.7288135593220338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349	ENSMUST00000021011	Ccl7	ENSMUSG00000035373	60.0	840.027819498938	62.0250777939006	0.465888985351742	249.0	44.0	169.161344643247	60.4915694804071	0.502041673417835	9.17	0.20655948356359699	ENSMUST00000021011	0.5666666666666667,0.08333333333333333,0.05,0.08333333333333333,0.05,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350	ENSMUST00000021018	Taf15	ENSMUSG00000020680	64.0	902.354693257613	528.65840292581	0.629674615328324	286.0	37.0	168.024526147885	75.1323315355515	0.554464858256149	22.96	7.6648252480467098	ENSMUST00000021018	0.0625,0.078125,0.0,0.0625,0.046875,0.015625,0.125,0.359375,0.21875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.015625,0.015625,0.015625,0.140625,0.03125,0.0,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351	ENSMUST00000021049	Psmc5	ENSMUSG00000020708	379.0	1365.40316770085	31.6655833921639	0.608315056254235	186.0	300.0	129.428960607996	61.89733262774	0.520168826327813	4.04	9.3222063027402804	ENSMUST00000021049	0.43271767810026385,0.047493403693931395,0.052770448548812667,0.079155672823219,0.0633245382585752,0.08179419525065963,0.05804749340369393,0.11609498680738786,0.05804749340369393,0.010554089709762533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.002638522427440633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973614775725593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352	ENSMUST00000021062	Ddx5	ENSMUSG00000020719	856.0	1669.06727751749	753.61340745146	0.535366424966626	177.0	618.0	202.460896298833	89.7766681898683	0.517734035827225	2.92	2.35641479289349	ENSMUST00000021062	0.14602803738317757,0.04322429906542056,0.07126168224299065,0.1191588785046729,0.18341121495327103,0.18574766355140188,0.08294392523364486,0.05841121495327103,0.08411214953271028,0.02570093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0011682242990654205,0.0011682242990654205,0.0,0.0035046728971962616,0.0011682242990654205,0.002336448598130841,0.7137850467289719,0.0035046728971962616,0.002336448598130841,0.27102803738317754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353	ENSMUST00000021063	Psmd12	ENSMUSG00000020720	241.0	1587.19439028241	184.141066895429	0.642497573621402	88.0	196.0	138.537729376134	73.0312077513714	0.531397361411762	1.94	4.8937484344667803	ENSMUST00000021063	0.34854771784232363,0.08298755186721991,0.08298755186721991,0.05394190871369295,0.0954356846473029,0.11203319502074689,0.12033195020746888,0.0912863070539419,0.008298755186721992,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.004149377593360996,0.5477178423236515,0.17012448132780084,0.27385892116182575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354	ENSMUST00000021091	Pafah1b1	ENSMUSG00000020745	154.0	1843.86663611401	771.375021962804	0.473577194144098	266.0	112.0	156.146750852282	73.4373420949536	0.526751359236952	8.04	2.3536220579528502	ENSMUST00000021091	0.21428571428571427,0.13636363636363635,0.12987012987012986,0.05194805194805195,0.006493506493506494,0.05194805194805195,0.09740259740259741,0.09090909090909091,0.14285714285714285,0.07792207792207792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.012987012987012988,0.012987012987012988,0.38961038961038963,0.07792207792207792,0.0,0.0,0.0,0.09090909090909091,0.4155844155844156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355	ENSMUST00000021133	Srp68	ENSMUSG00000020780	58.0	2440.4108566804	37.7485715096651	0.759986010522738	193.0	41.0	149.648036571145	61.1887335311516	0.546821343320084	26.36	4.1373404065023598	ENSMUST00000021133	0.25862068965517243,0.05172413793103448,0.06896551724137931,0.05172413793103448,0.10344827586206896,0.05172413793103448,0.10344827586206896,0.08620689655172414,0.1896551724137931,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356	ENSMUST00000021148	Ube2g1	ENSMUSG00000020794	39.0	1605.27644687129	466.643791757138	0.537977617037115	239.0	26.0	205.614848617838	99.3909526112633	0.572471724599706	11.77	1.27902384044063	ENSMUST00000021148	0.23076923076923078,0.1794871794871795,0.10256410256410256,0.20512820512820512,0.1282051282051282,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.02564102564102564,0.7948717948717948,0.0,0.0,0.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357	ENSMUST00000021158	Txndc17	ENSMUSG00000020803	266.0	778.294992422804	39.7509224943078	0.387897045072735	224.0	204.0	131.018543739282	59.5833527864846	0.526502337984641	19.17	13.9620075492228	ENSMUST00000021158	0.6879699248120301,0.06390977443609022,0.06766917293233082,0.07518796992481203,0.05639097744360902,0.041353383458646614,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0037593984962406013,0.0,0.0037593984962406013,0.011278195488721804,0.981203007518797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358	ENSMUST00000021187	Dhrs13	ENSMUSG00000020834	18.0	1777.44695820836	34.3778269926945	0.637081620916066	261.0	15.0	136.975833018303	31.0936374687135	0.54105867528268	57.71	1.79084264471202	ENSMUST00000021187	0.4444444444444444,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359	ENSMUST00000021203	Timm22	ENSMUSG00000020843	115.0	1056.97228848855	272.502395727604	0.457845159741386	150.0	81.0	141.158021181555	55.3642519610025	0.509633075962719	7.59	4.3976384299186897	ENSMUST00000021203	0.5217391304347826,0.1391304347826087,0.1391304347826087,0.008695652173913044,0.13043478260869565,0.034782608695652174,0.008695652173913044,0.0,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.7565217391304347,0.11304347826086956,0.0,0.0,0.10434782608695652,0.008695652173913044,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360	ENSMUST00000021204	Nxn	ENSMUSG00000020844	64.0	2015.97825235679	334.413961417004	0.614234620121767	97.0	46.0	133.570925035258	41.6287795562138	0.538942703209162	19.27	3.6089666361593	ENSMUST00000021204	0.3492063492063492,0.06349206349206349,0.047619047619047616,0.07936507936507936,0.07936507936507936,0.09523809523809523,0.15873015873015872,0.031746031746031744,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.6825396825396826,0.0,0.30158730158730157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361	ENSMUST00000021239	Lrrc59	ENSMUSG00000020869	453.0	1540.30946870193	683.493345793323	0.53448881690969	211.0	334.0	136.52247699987	63.2050150227574	0.526655458778331	13.94	2.3089090972932498	ENSMUST00000021239	0.08185840707964602,0.015486725663716814,0.24336283185840707,0.061946902654867256,0.09292035398230089,0.07300884955752213,0.12168141592920353,0.11283185840707964,0.1592920353982301,0.03761061946902655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.033185840707964605,0.0,0.00663716814159292,0.18141592920353983,0.004424778761061947,0.004424778761061947,0.0,0.7699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
