sample	contig	n	mean	sigma	prop	min	conv	synthrate	synthrate_norm
mmu_dRNA_3T3_PION_1	ENSMUST00000018516	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018521	132	187.759556887992	70.1909356589699	0.531700625866489	3.6	1	2.62393552004712	10.1992950930046
mmu_dRNA_3T3_PION_1	ENSMUST00000018522	51	156.140915899384	74.0629265232574	0.538345073287135	12.87	1	5.2182768719936	20.2835570035303
mmu_dRNA_3T3_PION_1	ENSMUST00000018531	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018547	14	209.975812472908	26.8428741181323	0.728669978034738	5.79	1	20.0155095318428	77.8007258914827
mmu_dRNA_3T3_PION_1	ENSMUST00000018549	38	137.007858754516	55.9503464523602	0.537167840755804	7	1	6.36906974195357	24.7567142065078
mmu_dRNA_3T3_PION_1	ENSMUST00000018556	27	140.657368009769	50.7291852722203	0.47011641646043	2.71	1	10.8678650633117	42.243630594124
mmu_dRNA_3T3_PION_1	ENSMUST00000018561	25	187.902101672926	51.0068837969328	0.539729846687099	18.94	0	12.5219757780695	48.6731953328234
mmu_dRNA_3T3_PION_1	ENSMUST00000018568	288	137.701324793048	66.6222853069417	0.518705685344984	4.93	1	0.888772877269876	3.45467972695131
mmu_dRNA_3T3_PION_1	ENSMUST00000018569	55	172.530645704987	81.4742782439957	0.523171598378075	14.06	1	5.50734114064276	21.4071561751835
mmu_dRNA_3T3_PION_1	ENSMUST00000018571	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018572	62	174.686830076475	75.6454858157346	0.509333975275785	8.53	1	5.26167309131523	20.4522390627503
mmu_dRNA_3T3_PION_1	ENSMUST00000018577	103	164.11236626481	80.3096106209652	0.540928575868438	8.18	1	2.79871786429452	10.8786779103058
mmu_dRNA_3T3_PION_1	ENSMUST00000018593	30	145.645239688	75.6925107023144	0.534250613587361	4.07	1	8.833260152157	34.3350765431576
mmu_dRNA_3T3_PION_1	ENSMUST00000018614	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018625	161	166.79085094422	67.5082570655561	0.524368213241016	6.71	1	1.89616947508703	7.37045246539175
mmu_dRNA_3T3_PION_1	ENSMUST00000018644	24	166.656526719103	101.078593168486	0.600522331113163	27.61	1	9.64761005510531	37.5004725316156
mmu_dRNA_3T3_PION_1	ENSMUST00000018645	71	187.566845448603	78.5452621189683	0.531061846409638	8.21	1	4.75679578541716	18.4897698674238
mmu_dRNA_3T3_PION_1	ENSMUST00000018651	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018653	89	129.576695797611	53.1399139948022	0.513548898866921	4.28	1	2.74137096930005	10.6557692678306
mmu_dRNA_3T3_PION_1	ENSMUST00000018681	22	137.002636803126	49.9942024261604	0.545472148635595	36.89	1	8.34245050187179	32.4272886346867
mmu_dRNA_3T3_PION_1	ENSMUST00000018685	31	148.939058221633	39.3594489610003	0.486077534103822	13.78	0	8.96969992264944	34.8654209327367
mmu_dRNA_3T3_PION_1	ENSMUST00000018691	147	159.794478412917	50.988720180258	0.52578266502307	12.52	1	1.90547780810521	7.40663416061671
mmu_dRNA_3T3_PION_1	ENSMUST00000018699	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018700	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018711	2624	122.787395661789	61.4713085513356	0.504921821160668	1.14	1	0.0918152550412172	0.356887916280822
mmu_dRNA_3T3_PION_1	ENSMUST00000018716	152	146.368285397467	70.0579608435999	0.496055277534704	2.21	1	1.91190340130069	7.43161058273061
mmu_dRNA_3T3_PION_1	ENSMUST00000018718	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018727	1125	144.776091375061	67.0111562446997	0.514045753346421	1.84	1	0.247165359537317	0.960737190159459
mmu_dRNA_3T3_PION_1	ENSMUST00000018737	1562	137.379454336936	61.2034076415838	0.505705370014683	3.63	1	0.169322013388174	0.658158391124126
mmu_dRNA_3T3_PION_1	ENSMUST00000018743	45	158.188762831032	55.6718952541088	0.540876796838565	23.93	1	5.51609549596249	21.4411845469071
mmu_dRNA_3T3_PION_1	ENSMUST00000018744	98	142.098212849855	70.4649633116496	0.526565800039355	10.45	1	2.551151462196	9.91638185888801
mmu_dRNA_3T3_PION_1	ENSMUST00000018748	43	160.212514483842	57.1539343572965	0.505396661923171	9	1	6.95803983131566	27.0460539012002
mmu_dRNA_3T3_PION_1	ENSMUST00000018792	20	166.625282993377	57.930208919893	0.541174037480676	32.04	1	12.4345657470849	48.3334306193656
mmu_dRNA_3T3_PION_1	ENSMUST00000018795	60	188.41211346704	74.9560416754322	0.519089873619411	20.04	1	5.40600391903386	21.0132561653708
mmu_dRNA_3T3_PION_1	ENSMUST00000018800	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018803	10	160.202076569264	52.1619551112442	0.549594578148965	51.39	1	19.7986080822964	76.957625185264
mmu_dRNA_3T3_PION_1	ENSMUST00000018805	111	173.884932592819	73.3098902158521	0.541247129313846	11.41	1	2.70438040627108	10.5119861355446
mmu_dRNA_3T3_PION_1	ENSMUST00000018816	300	143.929099044044	63.0087728220676	0.513637517363815	13.2	1	0.848387527680323	3.29770098461903
mmu_dRNA_3T3_PION_1	ENSMUST00000018821	546	120.566210718236	55.8817973812753	0.491465373899795	2.08	1	0.441552393032693	1.71632386587072
mmu_dRNA_3T3_PION_1	ENSMUST00000018841	190	144.547489228023	73.7389217407948	0.538762242013057	4.04	1	1.37261493759653	5.33538445996635
mmu_dRNA_3T3_PION_1	ENSMUST00000018851	490	184.376237633479	59.8865213358651	0.469120605883285	8.48	1	0.765201760561811	2.97435607774249
mmu_dRNA_3T3_PION_1	ENSMUST00000018875	481	136.063989103309	61.8512460466307	0.503566570660461	5.41	1	0.539412127019143	2.0967068047902
mmu_dRNA_3T3_PION_1	ENSMUST00000018877	14	200.372767178456	73.6982956228582	0.561736857457711	59.3	1	17.938339087517	69.7267186766384
mmu_dRNA_3T3_PION_1	ENSMUST00000018880	204	166.062958672031	65.3555278466515	0.521987891337022	5.73	1	1.50567836704059	5.85260493761086
mmu_dRNA_3T3_PION_1	ENSMUST00000018884	71	143.955190037676	83.4462244093618	0.589648688706725	12.53	1	3.13925740880569	12.2023626116907
mmu_dRNA_3T3_PION_1	ENSMUST00000018887	151	152.926373452741	55.4120595988082	0.478940852038478	3.97	1	2.05968241205001	8.00603084865146
mmu_dRNA_3T3_PION_1	ENSMUST00000018896	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000018905	141	138.497427690049	72.8058647670754	0.525000898031086	4.13	1	1.81515971428842	7.05556574295279
mmu_dRNA_3T3_PION_1	ENSMUST00000018909	209	177.533546785206	66.2961541708595	0.527671674628615	1.85	1	1.59301924541467	6.19210085335021
mmu_dRNA_3T3_PION_1	ENSMUST00000018914	1811	131.025650135048	57.3507747626069	0.509153077652415	5.22	1	0.136437364841685	0.530335038761655
mmu_dRNA_3T3_PION_1	ENSMUST00000018918	20	166.455203621723	66.2785452416183	0.555162857393301	25.73	0	12.6742271882597	49.2649999137637
mmu_dRNA_3T3_PION_1	ENSMUST00000018963	16	120.189224814309	27.6121420259569	0.627090057868643	25.86	0	9.40148305162454	36.5437714542917
mmu_dRNA_3T3_PION_1	ENSMUST00000018965	252	127.685265100196	51.0414065699556	0.497951880969618	1.85	1	1.0028002888709	3.89790678444756
mmu_dRNA_3T3_PION_1	ENSMUST00000018985	66	145.563570379976	65.2972872987756	0.556578797773138	21.74	1	3.37079800781705	13.102366013941
mmu_dRNA_3T3_PION_1	ENSMUST00000018990	197	171.751482898157	76.9666722591216	0.516657511226557	2.14	1	1.66642693795919	6.47743816924
mmu_dRNA_3T3_PION_1	ENSMUST00000018992	539	136.177250159182	65.2251402272689	0.516197819610697	4.04	1	0.474919862859579	1.84602395517217
mmu_dRNA_3T3_PION_1	ENSMUST00000018993	63	127.295615108385	54.7073903517708	0.530147025868956	15.94	1	3.3340740585457	12.9596192151964
mmu_dRNA_3T3_PION_1	ENSMUST00000019026	138	128.461281871161	57.8625519539856	0.521280615247599	7.15	1	1.68636092389203	6.55492201110864
mmu_dRNA_3T3_PION_1	ENSMUST00000019038	140	164.00203661679	75.3450827978809	0.527651795189228	20.4	1	1.94395023826124	7.55617734302669
mmu_dRNA_3T3_PION_1	ENSMUST00000019043	14	212.58112697677	38.2699996962448	0.546242506248504	33.43	0	23.426424936524	91.0590291096173
mmu_dRNA_3T3_PION_1	ENSMUST00000019044	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019050	40	202.841279450882	99.7180341569521	0.545052466915753	23.73	1	8.2153228506792	31.9331406576928
mmu_dRNA_3T3_PION_1	ENSMUST00000019060	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019065	95	153.082753577	63.3428608433464	0.535303907135033	18.03	1	2.65570251485362	10.3227741006913
mmu_dRNA_3T3_PION_1	ENSMUST00000019067	106	148.099855221096	61.7743697619338	0.486075494092349	8.72	1	2.70514418134568	10.5149549460626
mmu_dRNA_3T3_PION_1	ENSMUST00000019075	37	160.522055819059	65.7601356529987	0.53012362023963	25.2	1	6.89905659800886	26.8167847757056
mmu_dRNA_3T3_PION_1	ENSMUST00000019076	664	146.451523727478	63.2103792860983	0.515082016554559	1.97	1	0.422442735763875	1.64204420765437
mmu_dRNA_3T3_PION_1	ENSMUST00000019101	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019109	1247	146.871275790016	63.0944550451766	0.492296304205907	2.9	1	0.234521586919971	0.91159056783284
mmu_dRNA_3T3_PION_1	ENSMUST00000019118	150	175.006854318283	79.7921651548382	0.523765173488802	13.75	1	2.05253374960831	7.97824384046999
mmu_dRNA_3T3_PION_1	ENSMUST00000019128	194	155.489939793192	69.2504259666986	0.538223133063318	14.96	1	1.34587513701195	5.23144626681848
mmu_dRNA_3T3_PION_1	ENSMUST00000019135	20	220.034275062864	90.0835695010374	0.537420686474521	27.13	1	17.9472320211858	69.7612857054538
mmu_dRNA_3T3_PION_1	ENSMUST00000019143	232	140.672865417292	66.825780576424	0.519903295074734	1.84	1	1.15101698531143	4.47402834427919
mmu_dRNA_3T3_PION_1	ENSMUST00000019169	164	114.509264201333	68.6883428945366	0.597836207267486	19.03	1	0.973829668221306	3.78529734462892
mmu_dRNA_3T3_PION_1	ENSMUST00000019183	67	191.865519149033	109.208451950812	0.578039884564838	20.77	1	4.41779976278522	17.1720848695409
mmu_dRNA_3T3_PION_1	ENSMUST00000019198	745	143.913746034457	58.1492722431349	0.486412775253577	11.42	1	0.365623526881985	1.42118669270787
mmu_dRNA_3T3_PION_1	ENSMUST00000019199	190	154.776926578684	70.1823901550228	0.515285795269863	15.21	1	1.42554438373769	5.54112238156483
mmu_dRNA_3T3_PION_1	ENSMUST00000019220	154	182.662854621015	82.9199236460685	0.522333459100136	9.63	1	2.15109705399156	8.3613615730004
mmu_dRNA_3T3_PION_1	ENSMUST00000019224	30	130.215312861667	66.0366629833018	0.562861349253392	19.17	0	6.57623841756429	25.5619834063176
mmu_dRNA_3T3_PION_1	ENSMUST00000019226	20	188.731658714113	57.3174961588476	0.575092725083755	12	1	15.3654924680515	59.7260072641505
mmu_dRNA_3T3_PION_1	ENSMUST00000019229	149	140.283795528434	78.7603166188988	0.531264762022256	3.92	1	1.72266885365485	6.69605173287117
mmu_dRNA_3T3_PION_1	ENSMUST00000019231	707	176.970854252596	70.4331588921746	0.490569811192624	2.03	1	0.504395275612953	1.96059553300361
mmu_dRNA_3T3_PION_1	ENSMUST00000019232	41	137.934843219119	63.2694252338966	0.553640424072749	23.87	1	5.02504735174866	19.5324696072888
mmu_dRNA_3T3_PION_1	ENSMUST00000019246	10	140.9967464997	63.7439629496506	0.571058802726034	46.85	1	16.4863488751556	64.082800777405
mmu_dRNA_3T3_PION_1	ENSMUST00000019248	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019266	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019268	29	175.730480340794	82.2992510123178	0.555906388381182	9.5	1	10.3112424120272	40.0800261028827
mmu_dRNA_3T3_PION_1	ENSMUST00000019276	596	171.250250398042	69.083666157902	0.504123616061655	4.48	1	0.555054053127975	2.15750731569761
mmu_dRNA_3T3_PION_1	ENSMUST00000019281	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019283	15	225.318849963409	45.104534107665	0.641791330555468	26.57	0	20.6452201830557	80.2484250463817
mmu_dRNA_3T3_PION_1	ENSMUST00000019302	320	99.4791153498383	49.2812311527654	0.520798824490554	8.36	1	0.546750918162661	2.12523284741846
mmu_dRNA_3T3_PION_1	ENSMUST00000019317	348	144.203468108061	59.2155980100208	0.497981409230736	1.85	1	0.821439681046719	3.19295411190158
mmu_dRNA_3T3_PION_1	ENSMUST00000019323	2038	122.556548424342	55.1657891757518	0.502729697632839	2	1	0.117666296616324	0.457371483606176
mmu_dRNA_3T3_PION_1	ENSMUST00000019333	208	177.509024714214	71.8729091525715	0.500194479413968	5.22	1	1.65598112915759	6.4368350806204
mmu_dRNA_3T3_PION_1	ENSMUST00000019354	602	145.502732411665	54.8305359586614	0.51053843733419	13.64	1	0.429039358689711	1.6676854260928
mmu_dRNA_3T3_PION_1	ENSMUST00000019362	81	204.563770716539	72.671149021674	0.52165487867723	3.85	0	4.75016699337178	18.46400360691
mmu_dRNA_3T3_PION_1	ENSMUST00000019374	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019378	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019382	473	139.517846563988	76.9739987797767	0.528078470289167	4.83	1	0.539223494874113	2.09597358749257
mmu_dRNA_3T3_PION_1	ENSMUST00000019405	233	157.952124633316	68.3965988974059	0.511989647570558	7.64	1	1.26001847458519	4.89771953111905
mmu_dRNA_3T3_PION_1	ENSMUST00000019422	11	170.258301261709	4.5816977854317	0.748962002249891	38.92	1	15.9418575753894	61.9663511164054
mmu_dRNA_3T3_PION_1	ENSMUST00000019439	102	165.782615411623	72.6445667357969	0.535147042826393	20.52	1	2.66121864530466	10.3442154211094
mmu_dRNA_3T3_PION_1	ENSMUST00000019441	147	137.923800770022	66.8897247068243	0.535957230209139	12.61	1	1.5905650434785	6.18256131643188
mmu_dRNA_3T3_PION_1	ENSMUST00000019443	21	178.516494515239	94.8703607227001	0.570358048361688	20.04	1	13.2311620051609	51.4298177996245
mmu_dRNA_3T3_PION_1	ENSMUST00000019445	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019447	69	150.859934311063	75.2961587286359	0.536067988996754	4.93	1	3.94525811581544	15.3353050918532
mmu_dRNA_3T3_PION_1	ENSMUST00000019464	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019470	446	152.326052755894	80.9603192333001	0.524398226425655	7.34	1	0.619912157200315	2.40961219310508
mmu_dRNA_3T3_PION_1	ENSMUST00000019482	51	129.165207001196	61.9296958617039	0.541181583754063	10.94	1	4.28348152143036	16.6499869103933
mmu_dRNA_3T3_PION_1	ENSMUST00000019503	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019506	769	116.497586183477	53.762627584211	0.499874879269259	3.47	1	0.294033491421274	1.1429146498913
mmu_dRNA_3T3_PION_1	ENSMUST00000019514	1192	132.118559986037	57.8089871266323	0.485967638393671	1.5	1	0.225486884701937	0.876472481547893
mmu_dRNA_3T3_PION_1	ENSMUST00000019516	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019517	352	142.126877280791	73.5807005979154	0.532233509116913	8.3	1	0.714329304266823	2.77661372092983
mmu_dRNA_3T3_PION_1	ENSMUST00000019572	12	250.053048880425	26.7590757932988	0.620109887925302	28.38	1	29.789484788209	115.792382740434
mmu_dRNA_3T3_PION_1	ENSMUST00000019576	431	135.965200003894	59.3960119559775	0.52092540769401	14.47	1	0.541135853922185	2.10340696918432
mmu_dRNA_3T3_PION_1	ENSMUST00000019577	253	132.284801294541	59.3622263507284	0.521568723574942	7.63	1	0.94466309464884	3.67192623148812
mmu_dRNA_3T3_PION_1	ENSMUST00000019605	62	150.110750266802	75.1548620238901	0.534083085149816	11.51	1	4.18567079580532	16.2697944680528
mmu_dRNA_3T3_PION_1	ENSMUST00000019608	17	142.562442896108	30.9045924784158	0.694357162193513	22.8	1	10.1458585951197	39.4371755681194
mmu_dRNA_3T3_PION_1	ENSMUST00000019611	44	155.741065370582	68.0100449614889	0.510879289970236	13.59	1	6.32381483175374	24.5808073749531
mmu_dRNA_3T3_PION_1	ENSMUST00000019614	65	174.161062148612	78.9751252934937	0.544175944137622	12	1	4.58452013249262	17.8201306144417
mmu_dRNA_3T3_PION_1	ENSMUST00000019615	883	135.131345177384	63.0644261690906	0.524093804071357	15.25	1	0.259048975152183	1.00692906549399
mmu_dRNA_3T3_PION_1	ENSMUST00000019616	12	207.068365894755	85.2377839049828	0.527828771937866	50.72	1	24.6841990886456	95.9480249099455
mmu_dRNA_3T3_PION_1	ENSMUST00000019631	49	168.576050365693	65.4703966084586	0.515700290190332	4.25	0	6.50298812779078	25.2772579184616
mmu_dRNA_3T3_PION_1	ENSMUST00000019638	830	124.416825175414	64.6677294531687	0.524147981220747	3.28	1	0.278448047818745	1.08233368772851
mmu_dRNA_3T3_PION_1	ENSMUST00000019649	4943	132.070175745079	60.2339708878796	0.508795246113438	1.69	1	0.0518415415061634	0.20150921234837
mmu_dRNA_3T3_PION_1	ENSMUST00000019660	46	150.227311907843	73.5150853407536	0.557161376223334	27.73	1	4.77955787159125	18.5782465971484
mmu_dRNA_3T3_PION_1	ENSMUST00000019662	50	194.481657161915	85.2090266673632	0.550731620278039	24.67	1	6.16676620369772	23.9703559026295
mmu_dRNA_3T3_PION_1	ENSMUST00000019677	27	239.170229480874	129.334020784452	0.576521231522631	35.67	1	13.0733182478342	50.8162756423331
mmu_dRNA_3T3_PION_1	ENSMUST00000019679	88	115.159720349244	63.6417958897517	0.545864132977755	7.63	1	2.23852157800981	8.70118262119885
mmu_dRNA_3T3_PION_1	ENSMUST00000019683	546	139.351328574283	54.6361619051879	0.478791949576672	3.45	1	0.519857387759759	2.02069710308471
mmu_dRNA_3T3_PION_1	ENSMUST00000019684	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019697	42	167.926355116061	72.6724367804502	0.512703063568189	16.08	1	7.05162435028911	27.4098189853095
mmu_dRNA_3T3_PION_1	ENSMUST00000019701	59	167.575769893707	58.5732912881175	0.500128984557768	20.64	1	4.97958897555513	19.3557718989402
mmu_dRNA_3T3_PION_1	ENSMUST00000019708	32	197.597090379901	29.2843770246458	0.668560432805258	5.69	0	8.97016377294161	34.8672239290271
mmu_dRNA_3T3_PION_1	ENSMUST00000019721	71	187.976801867337	49.4804672077525	0.526552345720154	16.81	1	4.57846222867609	17.796583409033
mmu_dRNA_3T3_PION_1	ENSMUST00000019722	296	136.079392557816	72.7420635045047	0.532583223978872	4.28	1	0.836053780992537	3.24975943990117
mmu_dRNA_3T3_PION_1	ENSMUST00000019723	461	138.214668824239	55.2348789691931	0.470476544282795	3.19	1	0.622549973422889	2.41986544279419
mmu_dRNA_3T3_PION_1	ENSMUST00000019726	495	139.618075071535	61.976983182538	0.500451091314919	5.63	1	0.54087798915831	2.10240464317411
mmu_dRNA_3T3_PION_1	ENSMUST00000019734	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019749	223	165.387966453274	72.7245733159276	0.518341661955912	15.64	1	1.29550756560763	5.03566640868329
mmu_dRNA_3T3_PION_1	ENSMUST00000019791	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019803	79	136.697872824445	61.9478683412931	0.533472100665575	10	1	3.00628756420565	11.6855059003938
mmu_dRNA_3T3_PION_1	ENSMUST00000019833	139	127.859853315931	66.346319331596	0.517762881630045	17.86	1	1.52843295506687	5.94105252186994
mmu_dRNA_3T3_PION_1	ENSMUST00000019854	24	128.843692894443	57.0828346593295	0.532404749484673	26.65	1	7.99780719723095	31.087652527395
mmu_dRNA_3T3_PION_1	ENSMUST00000019859	126	157.644159123295	86.7313441497153	0.553440275998466	13.48	1	2.06735946526088	8.03587172337726
mmu_dRNA_3T3_PION_1	ENSMUST00000019861	50	234.098245925737	98.708882776277	0.53210953890215	5.8	1	8.58087402066733	33.3540460975624
mmu_dRNA_3T3_PION_1	ENSMUST00000019862	82	168.894943481498	68.3312774738212	0.533992230154985	21.93	1	3.35633237171029	13.0461377681501
mmu_dRNA_3T3_PION_1	ENSMUST00000019876	68	132.538650051753	74.2576957853029	0.569176487851673	15.1	1	3.0342767282393	11.7943003967542
mmu_dRNA_3T3_PION_1	ENSMUST00000019878	45	163.171214293127	67.0701432144032	0.500656938003553	4.21	0	7.05567257855732	27.425554537649
mmu_dRNA_3T3_PION_1	ENSMUST00000019882	94	143.894847032165	58.526723940084	0.551246341530378	20.35	1	2.38424599730151	9.2676166449229
mmu_dRNA_3T3_PION_1	ENSMUST00000019906	13	163.748827213403	96.7146159665455	0.598379447296512	22.69	1	18.1334420248542	70.4850880863328
mmu_dRNA_3T3_PION_1	ENSMUST00000019907	181	156.61699478587	72.1865825546022	0.537216394862593	8.72	1	1.52100806349966	5.91219180500058
mmu_dRNA_3T3_PION_1	ENSMUST00000019908	35	155.810374277642	73.9668389527414	0.548791764774903	7.03	1	7.74586666446719	30.1083541338506
mmu_dRNA_3T3_PION_1	ENSMUST00000019911	417	157.610216825864	77.4692088842871	0.523233115254398	7.97	1	0.68583090474871	2.66583981503814
mmu_dRNA_3T3_PION_1	ENSMUST00000019913	38	168.069529514645	22.7026741984024	0.65681899829048	22.1	1	5.84834393992561	22.7326415580575
mmu_dRNA_3T3_PION_1	ENSMUST00000019917	508	121.554051169589	62.2851993273266	0.522447935967527	1.13	1	0.453739411179352	1.76369507352119
mmu_dRNA_3T3_PION_1	ENSMUST00000019927	44	215.138897064161	63.997334000086	0.494297043033293	46.93	1	7.73407312993666	30.0625124056727
mmu_dRNA_3T3_PION_1	ENSMUST00000019929	59	178.637785350999	89.8438933930922	0.550093627472737	8.25	1	5.24988551228818	20.4064204837454
mmu_dRNA_3T3_PION_1	ENSMUST00000019931	77	155.224676099725	67.1300886422071	0.538696665645663	16.36	1	3.34777893934603	13.0128903883747
mmu_dRNA_3T3_PION_1	ENSMUST00000019937	231	132.125751997074	66.9772455172321	0.531694653092474	5.68	1	1.02950858090412	4.00172250316309
mmu_dRNA_3T3_PION_1	ENSMUST00000019939	787	134.661861207163	66.5338751038349	0.52087485171305	5.17	1	0.315888889369398	1.22786706253442
mmu_dRNA_3T3_PION_1	ENSMUST00000019942	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019944	55	133.977242952949	38.0271228436005	0.562727544854561	17.5	1	3.76339859858348	14.6284131474632
mmu_dRNA_3T3_PION_1	ENSMUST00000019945	60	188.993488070672	91.8120755933774	0.551661841234024	23.27	1	5.00679569993948	19.4615250351702
mmu_dRNA_3T3_PION_1	ENSMUST00000019950	135	169.899386748303	67.1809960703034	0.508753070770973	10.2	1	2.32521136150613	9.03814771682429
mmu_dRNA_3T3_PION_1	ENSMUST00000019951	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019962	970	164.660542457976	68.6098441695252	0.492946047737418	4.5	1	0.334953413369966	1.30197128674415
mmu_dRNA_3T3_PION_1	ENSMUST00000019965	81	144.731888684392	81.0028344301311	0.577130468493153	18.79	1	2.69408429599229	10.4719649283765
mmu_dRNA_3T3_PION_1	ENSMUST00000019967	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000019974	171	163.31907215292	62.0549857120898	0.513326137973929	2.56	1	1.83141177413755	7.11873785713169
mmu_dRNA_3T3_PION_1	ENSMUST00000019975	25	172.286580184614	37.9615377186912	0.597966477814251	38.11	1	8.97552522844221	34.8880640245099
mmu_dRNA_3T3_PION_1	ENSMUST00000019982	36	107.28713912359	40.7377746989976	0.51423680977085	21.33	1	4.64318824249978	18.048174848738
mmu_dRNA_3T3_PION_1	ENSMUST00000019986	31	193.98263513702	86.5733751616821	0.537654170889993	14.59	1	10.7631624774513	41.8366493394278
mmu_dRNA_3T3_PION_1	ENSMUST00000019987	73	173.411876297206	79.8316148992813	0.541383757978681	18.93	0	3.90885403390033	15.1938016245593
mmu_dRNA_3T3_PION_1	ENSMUST00000019991	12	205.848379654151	34.2615236813314	0.538643981933586	26.12	1	27.805685152955	108.081309914609
mmu_dRNA_3T3_PION_1	ENSMUST00000019992	204	157.520155180204	54.2851939400942	0.478754854224488	5.27	1	1.55888610530743	6.0594245868243
mmu_dRNA_3T3_PION_1	ENSMUST00000019997	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000020000	26	135.921734556611	56.3614435355678	0.522157543925619	20.11	1	8.53056234610506	33.158483511682
mmu_dRNA_3T3_PION_1	ENSMUST00000020002	573	121.194458906373	61.1338104432747	0.516225312553821	1.77	1	0.403737755555202	1.56933753807369
mmu_dRNA_3T3_PION_1	ENSMUST00000020004	136	140.608402202688	60.3230620039472	0.511166191300743	3.73	1	1.96894641479428	7.65333803112648
mmu_dRNA_3T3_PION_1	ENSMUST00000020008	46	201.14968755824	78.8926973083018	0.53053224830386	3.04	1	8.11775787803938	31.5539034626124
mmu_dRNA_3T3_PION_1	ENSMUST00000020012	36	171.156219993992	84.4777152387142	0.547807850685931	3.45	1	8.50390534767094	33.0548671723146
mmu_dRNA_3T3_PION_1	ENSMUST00000020023	152	175.99484073831	67.734119397614	0.507629715020005	21.27	1	2.00525413246259	7.794466928473
mmu_dRNA_3T3_PION_1	ENSMUST00000020027	697	158.704678954173	67.5419285838409	0.517496175800105	4.68	1	0.427022136742634	1.65984444000563
mmu_dRNA_3T3_PION_1	ENSMUST00000020034	57	173.300681016005	44.26288044741	0.567561111411888	22.36	0	4.66572157577945	18.1357624109294
mmu_dRNA_3T3_PION_1	ENSMUST00000020049	148	137.371557764905	61.2472215046511	0.512454351362866	9.21	1	1.68982167695813	6.56837403441316
mmu_dRNA_3T3_PION_1	ENSMUST00000020078	149	162.448190630828	89.699625312371	0.544055471860416	2.91	1	1.96804584641877	7.64983750203839
mmu_dRNA_3T3_PION_1	ENSMUST00000020081	698	159.340279512068	77.4497260960765	0.522066914576749	3.1	1	0.428757187526121	1.66658862057216
mmu_dRNA_3T3_PION_1	ENSMUST00000020085	194	166.639521361327	74.5347266694724	0.529208309780206	12.55	1	1.5008756828397	5.83393679846293
mmu_dRNA_3T3_PION_1	ENSMUST00000020090	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000020099	698	165.000724234894	61.5136447470301	0.500467199947092	9.96	1	0.443828049967772	1.72516939444183
