sample	transcript	n	mean	sigma	prop	min	conv	synthrate	synthrate_norm
mmu_dRNA_3T3_PION_1	ENSMUST00000033545	20	1263.60171564351	412.783462010233	0.521194286286817	165	1	0.000990832056209806	0.000990832056209806
mmu_dRNA_3T3_PION_1	ENSMUST00000033547	224	1308.62829704264	751.584955984047	0.570699224555146	126	1	0.00112408031698472	0.00112408031698472
mmu_dRNA_3T3_PION_1	ENSMUST00000033560	46	1726.92546089919	837.103910665177	0.540008499910667	199	1	0.000768331469023234	0.000768331469023234
mmu_dRNA_3T3_PION_1	ENSMUST00000033567	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033570	313	1188.73244548036	362.477475584835	0.515924815947137	164	1	0.00104007129741989	0.00104007129741989
mmu_dRNA_3T3_PION_1	ENSMUST00000033577	277	850.967765528643	315.192808912164	0.455744018557503	166	1	0.00122249652304279	0.00122249652304279
mmu_dRNA_3T3_PION_1	ENSMUST00000033578	240	1386.30543801917	945.151899051294	0.610295049944269	163	1	0.00128017404807488	0.00128017404807488
mmu_dRNA_3T3_PION_1	ENSMUST00000033582	1607	554.540262880911	55.4160472194505	0.373987987824217	147	1	0.00146590040655123	0.00146590040655123
mmu_dRNA_3T3_PION_1	ENSMUST00000033583	62	860.907701038386	308.05699301013	0.503736291339249	178	1	0.00148637609974353	0.00148637609974353
mmu_dRNA_3T3_PION_1	ENSMUST00000033597	38	736.926371394723	159.476822051686	0.52630308023573	181	0	0.00199856406782284	0.00199856406782284
mmu_dRNA_3T3_PION_1	ENSMUST00000033598	574	1204.49985664254	575.245926921809	0.540355513332746	165	1	0.00113092315999795	0.00113092315999795
mmu_dRNA_3T3_PION_1	ENSMUST00000033606	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033609	121	1730.20468658744	860.814624044321	0.532835806116802	160	1	0.00072638619786191	0.00072638619786191
mmu_dRNA_3T3_PION_1	ENSMUST00000033610	32	348.807930326621	50.9553342346435	0.487586703579436	183	1	0.00573886706767655	0.00573886706767655
mmu_dRNA_3T3_PION_1	ENSMUST00000033611	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033621	205	1444.37604628938	64.41317640183	0.739988822101804	172	1	0.00223675108317114	0.00223675108317114
mmu_dRNA_3T3_PION_1	ENSMUST00000033625	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033634	76	1481.58021093301	983.109666943252	0.567520259122495	142	1	0.000979595717869146	0.000979595717869146
mmu_dRNA_3T3_PION_1	ENSMUST00000033640	11	1105.86352964692	151.184757067107	0.647970768911219	202	1	0.00203645034110979	0.00203645034110979
mmu_dRNA_3T3_PION_1	ENSMUST00000033643	18	1831.14442480336	791.336084512359	0.544186366398002	362	1	0.000812635620099759	0.000812635620099759
mmu_dRNA_3T3_PION_1	ENSMUST00000033651	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033652	50	1642.62085498003	1079.18469132085	0.582011633386103	152	1	0.00093411485308915	0.00093411485308915
mmu_dRNA_3T3_PION_1	ENSMUST00000033662	805	1491.62091966463	781.081089358986	0.552392729809654	116	1	0.00089712312280856	0.00089712312280856
mmu_dRNA_3T3_PION_1	ENSMUST00000033671	173	1613.34189314996	1110.31078316293	0.596519860155924	145	1	0.00100687499336852	0.00100687499336852
mmu_dRNA_3T3_PION_1	ENSMUST00000033673	1876	1225.03526886019	534.526383040528	0.507663648865818	159	1	0.00096725858079644	0.00096725858079644
mmu_dRNA_3T3_PION_1	ENSMUST00000033683	16719	971.512953393713	44.9526943353056	0.523773702149015	104	1	0.00126781050825502	0.00126781050825502
mmu_dRNA_3T3_PION_1	ENSMUST00000033695	76	1624.60361764035	933.164611799591	0.579654525179567	253	1	0.0010053892384176	0.0010053892384176
mmu_dRNA_3T3_PION_1	ENSMUST00000033699	49	4063.66868457406	620.744476478397	0.687196859317398	119	1	0.00055692861006925	0.00055692861006925
mmu_dRNA_3T3_PION_1	ENSMUST00000033700	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033713	53	907.109581553418	92.9874734389899	0.653976485360244	233	0	0.00280366435261908	0.00280366435261908
mmu_dRNA_3T3_PION_1	ENSMUST00000033715	772	1628.16388107914	222.228252036729	0.684977800137826	176	0	0.00149733751551853	0.00149733751551853
mmu_dRNA_3T3_PION_1	ENSMUST00000033717	68	1252.00047190909	562.867963786847	0.565593478826929	215	1	0.00125553580801182	0.00125553580801182
mmu_dRNA_3T3_PION_1	ENSMUST00000033720	1661	1871.26766651003	138.455570303648	0.766215688344032	152	0	0.00190630409271217	0.00190630409271217
mmu_dRNA_3T3_PION_1	ENSMUST00000033723	169	1418.98556496346	605.254186971823	0.518824141943353	118	1	0.000828788791679222	0.000828788791679222
mmu_dRNA_3T3_PION_1	ENSMUST00000033725	125	1535.85434706861	863.266943857325	0.56916009586438	171	1	0.000967903846887352	0.000967903846887352
mmu_dRNA_3T3_PION_1	ENSMUST00000033727	58	1513.61211498904	651.256753857082	0.514963910404698	191	1	0.000802731385595104	0.000802731385595104
mmu_dRNA_3T3_PION_1	ENSMUST00000033730	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033731	111	1665.76551552684	846.877815850044	0.548731868864736	155	1	0.000804875033196251	0.000804875033196251
mmu_dRNA_3T3_PION_1	ENSMUST00000033734	18	1839.87196472321	88.3053213890569	0.641546367049017	296	1	0.0011592678260246	0.0011592678260246
mmu_dRNA_3T3_PION_1	ENSMUST00000033737	97	1294.04052219393	182.962299943485	0.514203984863587	182	0	0.000951833261134104	0.000951833261134104
mmu_dRNA_3T3_PION_1	ENSMUST00000033739	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033741	8445	1390.93628439621	715.542684392169	0.549542836693134	120	1	0.000959896205521458	0.000959896205521458
mmu_dRNA_3T3_PION_1	ENSMUST00000033749	217	1273.02737549669	136.054438878019	0.654810869695987	170	0	0.00171977834905234	0.00171977834905234
mmu_dRNA_3T3_PION_1	ENSMUST00000033751	221	1320.51254980978	519.305250910767	0.529258618412924	154	1	0.000963820469772537	0.000963820469772537
mmu_dRNA_3T3_PION_1	ENSMUST00000033752	488	1725.37711140743	849.149059632473	0.544229009091332	199	1	0.000782299698236686	0.000782299698236686
mmu_dRNA_3T3_PION_1	ENSMUST00000033754	44	1273.14784596976	735.228820298324	0.531487490532948	117	1	0.000981202128235926	0.000981202128235926
mmu_dRNA_3T3_PION_1	ENSMUST00000033761	317	1370.7072410229	840.746305607071	0.568429249284265	165	1	0.00109240214636944	0.00109240214636944
mmu_dRNA_3T3_PION_1	ENSMUST00000033763	60	969.923919011923	91.6426798087508	0.681903368614861	179	1	0.00271037296204652	0.00271037296204652
mmu_dRNA_3T3_PION_1	ENSMUST00000033769	10	976.881290231613	496.277703474055	0.572968534454293	190	1	0.00170514641589503	0.00170514641589503
mmu_dRNA_3T3_PION_1	ENSMUST00000033770	10	1443.12714446119	208.953499089121	0.711040242488383	193	1	0.00196835139149839	0.00196835139149839
mmu_dRNA_3T3_PION_1	ENSMUST00000033775	592	1447.68242345665	546.174439928733	0.539826463924597	141	0	0.000897764612054908	0.000897764612054908
mmu_dRNA_3T3_PION_1	ENSMUST00000033776	252	1232.07413496462	612.278717284988	0.523915054550401	92	1	0.000965257837168285	0.000965257837168285
mmu_dRNA_3T3_PION_1	ENSMUST00000033797	855	1139.91974221385	381.810789560815	0.529332335630509	173	0	0.00116311761929218	0.00116311761929218
mmu_dRNA_3T3_PION_1	ENSMUST00000033800	20	874.670274464537	580.840536450663	0.63399493143171	192	1	0.00253739274275619	0.00253739274275619
mmu_dRNA_3T3_PION_1	ENSMUST00000033804	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033805	150	1191.0212719467	298.413291034162	0.517182053135247	193	1	0.00107329780947176	0.00107329780947176
mmu_dRNA_3T3_PION_1	ENSMUST00000033809	278	1330.87982273481	638.106650482414	0.540624802582681	132	1	0.000981641187438277	0.000981641187438277
mmu_dRNA_3T3_PION_1	ENSMUST00000033811	63	1703.35358328928	1243.22755985822	0.643850266506214	334	1	0.00132019065271594	0.00132019065271594
mmu_dRNA_3T3_PION_1	ENSMUST00000033818	82	1551.36350447334	874.657945897606	0.542780322507903	167	1	0.000857529442629794	0.000857529442629794
mmu_dRNA_3T3_PION_1	ENSMUST00000033822	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033824	5318	1519.14133419917	612.825202335696	0.523407410437843	93	1	0.000770069662725993	0.000770069662725993
mmu_dRNA_3T3_PION_1	ENSMUST00000033827	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033828	149	1604.55458120612	669.26374947986	0.522243255969035	201	1	0.000778819304939951	0.000778819304939951
mmu_dRNA_3T3_PION_1	ENSMUST00000033839	290	884.334975259322	112.175801632127	0.451091455933381	152	1	0.00112216013048251	0.00112216013048251
mmu_dRNA_3T3_PION_1	ENSMUST00000033846	13	1344.27854195769	104.993491625566	0.704936449448654	171	0	0.00203626020936729	0.00203626020936729
mmu_dRNA_3T3_PION_1	ENSMUST00000033847	30	968.203073063051	578.531644700327	0.600187760202392	173	1	0.0018877870360628	0.0018877870360628
mmu_dRNA_3T3_PION_1	ENSMUST00000033865	12	1631.76052975741	306.087243632407	0.581049644840401	514	1	0.00124080035012	0.00124080035012
mmu_dRNA_3T3_PION_1	ENSMUST00000033866	369	1241.23595544066	285.623579682246	0.558793403194896	134	0	0.00114385004316789	0.00114385004316789
mmu_dRNA_3T3_PION_1	ENSMUST00000033871	82	1497.61750203116	899.624647736492	0.569991516136522	154	1	0.000986542308898827	0.000986542308898827
mmu_dRNA_3T3_PION_1	ENSMUST00000033873	169	1661.73944794863	913.723185975362	0.570265630329555	223	1	0.000922348310821925	0.000922348310821925
mmu_dRNA_3T3_PION_1	ENSMUST00000033875	198	1578.69007707086	496.797555039563	0.56604079872676	166	0	0.000923319354550001	0.000923319354550001
mmu_dRNA_3T3_PION_1	ENSMUST00000033876	220	1452.06323652995	939.661199698823	0.590310581066563	147	1	0.0011040640389065	0.0011040640389065
mmu_dRNA_3T3_PION_1	ENSMUST00000033877	85	1333.86505403105	428.657791521117	0.527298370396789	203	1	0.00098641245197211	0.00098641245197211
mmu_dRNA_3T3_PION_1	ENSMUST00000033878	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033880	1534	860.682959228465	61.0650303244696	0.44896225863426	141	1	0.00113210646208193	0.00113210646208193
mmu_dRNA_3T3_PION_1	ENSMUST00000033898	839	1547.1324308095	866.148540036965	0.552825728768766	136	1	0.000876079798849919	0.000876079798849919
mmu_dRNA_3T3_PION_1	ENSMUST00000033899	644	1447.18560073457	731.339220949636	0.526085779250389	146	1	0.000853134634075282	0.000853134634075282
mmu_dRNA_3T3_PION_1	ENSMUST00000033900	29	1377.40942047626	66.9442516128941	0.692067591687001	265	1	0.00202035857773212	0.00202035857773212
mmu_dRNA_3T3_PION_1	ENSMUST00000033901	122	1344.76960219609	60.6968476052607	0.600268931913304	136	1	0.00124232273260225	0.00124232273260225
mmu_dRNA_3T3_PION_1	ENSMUST00000033905	33	2261.48508927627	509.056815220805	0.563932997668929	221	1	0.000633783396333054	0.000633783396333054
mmu_dRNA_3T3_PION_1	ENSMUST00000033906	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033910	328	1008.86894326616	578.908175356521	0.570113073472236	112	1	0.00147869218203944	0.00147869218203944
mmu_dRNA_3T3_PION_1	ENSMUST00000033913	202	998.576971864398	64.4889217526684	0.58609989415705	187	1	0.00174480296214242	0.00174480296214242
mmu_dRNA_3T3_PION_1	ENSMUST00000033919	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033920	198	1253.28037373164	104.948297617311	0.628810617024417	191	1	0.00159472264937027	0.00159472264937027
mmu_dRNA_3T3_PION_1	ENSMUST00000033923	17	1083.93015267671	545.321829362141	0.562827986306663	162	1	0.0013964497512964	0.0013964497512964
mmu_dRNA_3T3_PION_1	ENSMUST00000033927	292	1441.70671425036	769.042068628034	0.536334800700057	154	1	0.000898285762970689	0.000898285762970689
mmu_dRNA_3T3_PION_1	ENSMUST00000033929	281	1588.95542943731	1015.89911385068	0.563089333624636	173	1	0.000910196309531505	0.000910196309531505
mmu_dRNA_3T3_PION_1	ENSMUST00000033930	77	2529.31196655494	691.384823096424	0.589497158624111	190	0	0.000613871408383115	0.000613871408383115
mmu_dRNA_3T3_PION_1	ENSMUST00000033933	108	1904.67634030548	89.501076275582	0.784656529337047	172	1	0.0021029572276222	0.0021029572276222
mmu_dRNA_3T3_PION_1	ENSMUST00000033934	82	1325.20978332309	146.305717575548	0.627322699177599	279	0	0.00160893790797951	0.00160893790797951
mmu_dRNA_3T3_PION_1	ENSMUST00000033935	49	1000.20261053995	367.676448332062	0.532602403029602	189	1	0.00140471204620666	0.00140471204620666
mmu_dRNA_3T3_PION_1	ENSMUST00000033938	127	1282.12974745683	38.8669830106788	0.71513834018197	119	1	0.00215837995278573	0.00215837995278573
mmu_dRNA_3T3_PION_1	ENSMUST00000033939	80	1468.79422040226	881.461074485475	0.555628714251466	153	1	0.000950278096289761	0.000950278096289761
mmu_dRNA_3T3_PION_1	ENSMUST00000033941	133	1652.6198119279	744.644887462897	0.541192059092437	214	1	0.000819925612159812	0.000819925612159812
mmu_dRNA_3T3_PION_1	ENSMUST00000033950	287	1242.61266314244	160.405964784973	0.677073197441823	114	0	0.00185774718091187	0.00185774718091187
mmu_dRNA_3T3_PION_1	ENSMUST00000033952	215	1355.54397255904	663.220628182934	0.523871647877905	158	1	0.00091877545050554	0.00091877545050554
mmu_dRNA_3T3_PION_1	ENSMUST00000033961	481	1265.38264231442	41.9028268593885	0.618543638246305	219	1	0.00154965476290589	0.00154965476290589
mmu_dRNA_3T3_PION_1	ENSMUST00000033966	25	1374.64591854366	586.253900713099	0.572304673513723	343	1	0.00129706614369774	0.00129706614369774
mmu_dRNA_3T3_PION_1	ENSMUST00000033973	205	1215.81924489669	674.23019985265	0.565615103114213	157	1	0.00122977158568236	0.00122977158568236
mmu_dRNA_3T3_PION_1	ENSMUST00000033975	115	1464.94612669777	850.270419768396	0.575384442170742	206	1	0.00107635384415954	0.00107635384415954
mmu_dRNA_3T3_PION_1	ENSMUST00000033979	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033983	395	1185.95724120282	422.186245185735	0.493909833710941	122	1	0.000917266641350463	0.000917266641350463
mmu_dRNA_3T3_PION_1	ENSMUST00000033990	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033991	63	1667.14535846944	1120.76270339885	0.605299320918112	143	1	0.0010061805669147	0.0010061805669147
mmu_dRNA_3T3_PION_1	ENSMUST00000033992	609	1512.6639631181	719.549669828304	0.550729264477493	193	1	0.000928895088635604	0.000928895088635604
mmu_dRNA_3T3_PION_1	ENSMUST00000033994	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000033995	48	1079.70335470422	47.6661322636346	0.538323488118261	281	1	0.0014598896873508	0.0014598896873508
mmu_dRNA_3T3_PION_1	ENSMUST00000033999	189	1097.02654436664	76.6495329686213	0.631243568225758	188	1	0.00188313214570447	0.00188313214570447
mmu_dRNA_3T3_PION_1	ENSMUST00000034000	612	1490.0716882602	685.06615034023	0.547480859174659	125	1	0.00088629138286967	0.00088629138286967
mmu_dRNA_3T3_PION_1	ENSMUST00000034004	33	1555.35528133727	57.9325956141752	0.563849030992142	292	1	0.00102329416212817	0.00102329416212817
mmu_dRNA_3T3_PION_1	ENSMUST00000034012	162	1356.16207523607	802.274085407564	0.585173486607598	182	1	0.00120140679944631	0.00120140679944631
mmu_dRNA_3T3_PION_1	ENSMUST00000034015	1871	1377.1187823753	500.489377314968	0.533876015314371	134	1	0.000921353588521844	0.000921353588521844
mmu_dRNA_3T3_PION_1	ENSMUST00000034017	97	1401.01110755425	701.224006732575	0.533674895111208	186	0	0.000941906358253615	0.000941906358253615
mmu_dRNA_3T3_PION_1	ENSMUST00000034021	69	1423.673012972	862.25270822016	0.582550845637083	201	1	0.00114135284287259	0.00114135284287259
mmu_dRNA_3T3_PION_1	ENSMUST00000034022	144	1201.41792674038	74.6930518197964	0.664173206861755	175	1	0.00192682281950251	0.00192682281950251
mmu_dRNA_3T3_PION_1	ENSMUST00000034029	46	1495.09773103447	860.699206691848	0.559249824211649	251	1	0.00101990298779541	0.00101990298779541
mmu_dRNA_3T3_PION_1	ENSMUST00000034030	125	1642.47948327612	820.793747182174	0.563638901193724	171	1	0.000877810399673378	0.000877810399673378
mmu_dRNA_3T3_PION_1	ENSMUST00000034041	55	1450.18538463023	625.763057965921	0.489124491018155	158	1	0.000740933960442167	0.000740933960442167
mmu_dRNA_3T3_PION_1	ENSMUST00000034045	57	1378.91653606558	423.739940580536	0.501597077476594	195	1	0.000850067339957106	0.000850067339957106
mmu_dRNA_3T3_PION_1	ENSMUST00000034046	97	1858.40176837809	1030.00475906626	0.568593092663677	193	1	0.000791398938955373	0.000791398938955373
mmu_dRNA_3T3_PION_1	ENSMUST00000034048	58	1515.53362501994	930.922146903155	0.601436629439271	267	1	0.00120862687916313	0.00120862687916313
mmu_dRNA_3T3_PION_1	ENSMUST00000034049	3792	1255.59198970155	120.840264962883	0.608815920822836	134	1	0.00138761801933906	0.00138761801933906
mmu_dRNA_3T3_PION_1	ENSMUST00000034051	146	1646.66227394309	62.0111331048435	0.760601191044942	169	0	0.00215010579754097	0.00215010579754097
mmu_dRNA_3T3_PION_1	ENSMUST00000034052	15	1332.5873874201	295.968960619686	0.496117606899679	272	1	0.000928344136460029	0.000928344136460029
mmu_dRNA_3T3_PION_1	ENSMUST00000034056	12	2057.91580147486	1237.77319481135	0.610740847668164	339	1	0.000912774567735404	0.000912774567735404
mmu_dRNA_3T3_PION_1	ENSMUST00000034058	49	1123.14206654779	222.920486868159	0.555911122083661	178	1	0.00132445855612242	0.00132445855612242
mmu_dRNA_3T3_PION_1	ENSMUST00000034060	81	1122.18050735032	778.202962488	0.622080150205424	202	1	0.00178884870664071	0.00178884870664071
mmu_dRNA_3T3_PION_1	ENSMUST00000034065	35	1544.2285983761	813.909771199245	0.599209467354387	227	1	0.00113501097551665	0.00113501097551665
mmu_dRNA_3T3_PION_1	ENSMUST00000034074	138	1281.91457715086	585.368942062758	0.541576371118822	180	1	0.00107212342437658	0.00107212342437658
mmu_dRNA_3T3_PION_1	ENSMUST00000034079	229	1715.90988195503	928.318198763599	0.570188786963855	223	1	0.000888602106415213	0.000888602106415213
mmu_dRNA_3T3_PION_1	ENSMUST00000034085	238	1373.91390815843	523.106407362986	0.51675819554969	144	1	0.00086945710961554	0.00086945710961554
mmu_dRNA_3T3_PION_1	ENSMUST00000034086	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034091	56	2053.04182988268	1032.32585552303	0.532567401304727	240	1	0.000628416759196407	0.000628416759196407
mmu_dRNA_3T3_PION_1	ENSMUST00000034093	81	1786.10503817732	999.12094627333	0.560129114244367	198	1	0.000801832593116893	0.000801832593116893
mmu_dRNA_3T3_PION_1	ENSMUST00000034094	60	1516.5964655031	690.41843243425	0.543100302660164	125	1	0.0008541730353283	0.0008541730353283
mmu_dRNA_3T3_PION_1	ENSMUST00000034096	65	1202.54247373623	551.419556144919	0.565115999013861	182	1	0.00127330688656041	0.00127330688656041
mmu_dRNA_3T3_PION_1	ENSMUST00000034097	1279	1643.27012412732	684.387200744113	0.532684101902042	158	1	0.000767456438576285	0.000767456438576285
mmu_dRNA_3T3_PION_1	ENSMUST00000034111	84	1913.19331254605	1127.25586219997	0.580585365579826	218	1	0.000816588527741987	0.000816588527741987
mmu_dRNA_3T3_PION_1	ENSMUST00000034121	215	1761.34203123432	878.626547910183	0.554439278371864	246	1	0.000821176327930786	0.000821176327930786
mmu_dRNA_3T3_PION_1	ENSMUST00000034131	952	1643.63551373295	893.161206378617	0.55744612722643	113	1	0.000822933934811059	0.000822933934811059
mmu_dRNA_3T3_PION_1	ENSMUST00000034132	163	1222.70585974963	56.1341289933781	0.48106886831446	166	1	0.000877290470100614	0.000877290470100614
mmu_dRNA_3T3_PION_1	ENSMUST00000034136	109	1650.51485657323	1036.95709745277	0.577867782768224	181	1	0.00093154964020565	0.00093154964020565
mmu_dRNA_3T3_PION_1	ENSMUST00000034138	1197	1342.89553451798	546.644475789055	0.523998765339161	121	0	0.000900923897205381	0.000900923897205381
mmu_dRNA_3T3_PION_1	ENSMUST00000034140	376	1403.03297603981	712.009472102525	0.554781540934937	171	0	0.00101140828813902	0.00101140828813902
mmu_dRNA_3T3_PION_1	ENSMUST00000034141	45	2292.34668214448	397.260892533802	0.370802130398049	345	1	0.000302629807939057	0.000302629807939057
mmu_dRNA_3T3_PION_1	ENSMUST00000034147	207	1165.08047708408	494.064014053065	0.555019208278802	189	0	0.0012778536647008	0.0012778536647008
mmu_dRNA_3T3_PION_1	ENSMUST00000034148	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034150	14	971.903550256853	597.940221541641	0.636847866997077	219	1	0.00232920521693149	0.00232920521693149
mmu_dRNA_3T3_PION_1	ENSMUST00000034159	50	1339.00636787213	456.382222018137	0.527453344102733	228	1	0.00100466855112753	0.00100466855112753
mmu_dRNA_3T3_PION_1	ENSMUST00000034163	17	1117.18195866669	662.753716664928	0.636220738828741	248	1	0.00201214457393295	0.00201214457393295
mmu_dRNA_3T3_PION_1	ENSMUST00000034164	354	1590.9619382119	671.406698211312	0.541290612543462	185	1	0.000839304020528255	0.000839304020528255
mmu_dRNA_3T3_PION_1	ENSMUST00000034171	52	1411.63768951071	882.827205498082	0.588430366270882	205	1	0.00118488135578275	0.00118488135578275
mmu_dRNA_3T3_PION_1	ENSMUST00000034175	27	1845.02249882535	1354.08489951505	0.62322716205598	192	1	0.00100066341476394	0.00100066341476394
mmu_dRNA_3T3_PION_1	ENSMUST00000034178	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034184	73	1442.13850745624	440.489459428487	0.534367053007897	225	1	0.000942879011354727	0.000942879011354727
mmu_dRNA_3T3_PION_1	ENSMUST00000034187	1604	1783.48547953089	872.533862550669	0.545231332496436	146	1	0.000732171487647047	0.000732171487647047
mmu_dRNA_3T3_PION_1	ENSMUST00000034190	210	1668.68936409273	848.15486832228	0.566764003937117	198	1	0.000889522165766761	0.000889522165766761
mmu_dRNA_3T3_PION_1	ENSMUST00000034197	410	1592.44473802444	947.530832838394	0.568327991351814	145	1	0.00090958474188708	0.00090958474188708
mmu_dRNA_3T3_PION_1	ENSMUST00000034198	96	1063.13869830955	598.881425170294	0.563230958143996	175	1	0.00145195740558826	0.00145195740558826
mmu_dRNA_3T3_PION_1	ENSMUST00000034203	268	1629.80138585478	744.166382143592	0.539594384890817	193	1	0.000815699266573072	0.000815699266573072
mmu_dRNA_3T3_PION_1	ENSMUST00000034204	777	1099.95255973306	251.294063555396	0.479794435886007	169	0	0.00099072395422095	0.00099072395422095
mmu_dRNA_3T3_PION_1	ENSMUST00000034205	125	1363.84987963847	460.027747988299	0.521901583820353	152	1	0.000900787779634019	0.000900787779634019
mmu_dRNA_3T3_PION_1	ENSMUST00000034206	40	1470.2549988598	614.108671432439	0.522386398053504	189	1	0.000853649520731154	0.000853649520731154
mmu_dRNA_3T3_PION_1	ENSMUST00000034207	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034211	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034214	4287	464.538940536013	33.896316666364	0.220996487620699	140	1	0.000874136271848846	0.000874136271848846
mmu_dRNA_3T3_PION_1	ENSMUST00000034215	5333	485.786630573925	46.0759450588553	0.278765438920919	129	1	0.00108331268234007	0.00108331268234007
mmu_dRNA_3T3_PION_1	ENSMUST00000034220	30	1353.76186831429	337.804211533013	0.532438288626668	197	1	0.000984433479690206	0.000984433479690206
mmu_dRNA_3T3_PION_1	ENSMUST00000034226	173	1282.61239682213	405.717064877667	0.528301201897586	184	1	0.0010194650315732	0.0010194650315732
mmu_dRNA_3T3_PION_1	ENSMUST00000034227	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034228	688	1385.87023161223	565.217513318202	0.529950881411419	135	1	0.000901322305495817	0.000901322305495817
mmu_dRNA_3T3_PION_1	ENSMUST00000034230	76	1624.18825349274	863.122828598954	0.543925366169721	104	1	0.000784523617522789	0.000784523617522789
mmu_dRNA_3T3_PION_1	ENSMUST00000034232	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034233	96	1349.73944301463	408.964016721414	0.531655432579303	218	1	0.00100304014883153	0.00100304014883153
mmu_dRNA_3T3_PION_1	ENSMUST00000034234	125	1379.75505777652	418.653752491579	0.538797658748506	226	1	0.00101255956085718	0.00101255956085718
mmu_dRNA_3T3_PION_1	ENSMUST00000034239	200	1461.42992591157	747.884057118991	0.566517798235758	195	1	0.00103195586487335	0.00103195586487335
mmu_dRNA_3T3_PION_1	ENSMUST00000034240	77	1761.09530868538	693.717939645493	0.552739761357573	326	1	0.000861151714892543	0.000861151714892543
mmu_dRNA_3T3_PION_1	ENSMUST00000034243	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034244	64	1219.66143118465	532.752838263674	0.543566653116795	214	1	0.00118419615003654	0.00118419615003654
mmu_dRNA_3T3_PION_1	ENSMUST00000034245	184	1298.36543911746	487.181221152631	0.517883796582923	163	1	0.000946117172458098	0.000946117172458098
mmu_dRNA_3T3_PION_1	ENSMUST00000034249	239	1286.94663361149	53.0820228218448	0.614661201654275	155	0	0.00140918207321193	0.00140918207321193
mmu_dRNA_3T3_PION_1	ENSMUST00000034260	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034261	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000034264	925	949.34188693311	51.661005212655	0.325500644735418	166	1	0.000616054259149683	0.000616054259149683
mmu_dRNA_3T3_PION_1	ENSMUST00000034267	58	1692.4861039458	585.58409979703	0.550086785164982	283	0	0.000867444432537059	0.000867444432537059
mmu_dRNA_3T3_PION_1	ENSMUST00000034270	1170	1158.02192192438	496.28321613532	0.526357978583666	161	1	0.00111461857701506	0.00111461857701506
mmu_dRNA_3T3_PION_1	ENSMUST00000034272	431	1124.06437278343	63.6636490547989	0.579622373328865	141	1	0.00140256691361642	0.00140256691361642
mmu_dRNA_3T3_PION_1	ENSMUST00000034276	1658	753.877000147386	71.9680484469209	0.465544604801655	156	1	0.00145692765040308	0.00145692765040308
mmu_dRNA_3T3_PION_1	ENSMUST00000034277	342	1013.91073377356	422.446031606559	0.377198158006301	152	0	0.000702679665160393	0.000702679665160393
mmu_dRNA_3T3_PION_1	ENSMUST00000034278	241	1131.39617994889	473.306869964724	0.52377891937174	156	1	0.00112760852022262	0.00112760852022262
